Date,Open,High,Low,Close,Adj Close,Volume,Stock Name,P_mean,P_sum,twt_count
2022-06-13,123.0,123.25,114.13999938964844,115.86000061035156,115.86000061035156,16778500,BA,-0.5,-1,2
2022-06-15,124.3499984741211,134.99000549316406,123.83000183105467,133.72000122070312,133.72000122070312,25997800,BA,-1.0,-1,1
2022-06-16,131.6999969482422,135.33999633789062,131.25999450683594,133.36000061035156,133.36000061035156,19543600,BA,-1.0,-1,1
2022-06-21,139.1699981689453,140.94000244140625,135.83999633789062,136.75,136.75,10519900,BA,0.0,0,1
2022-07-01,135.8800048828125,141.7899932861328,135.39999389648438,139.83999633789062,139.83999633789062,7627100,BA,1.0,1,1
2022-07-06,137.5399932861328,138.7100067138672,134.4600067138672,136.30999755859375,136.30999755859375,6608000,BA,-1.0,-1,1
2022-07-07,137.92999267578125,142.27999877929688,137.89999389648438,139.97000122070312,139.97000122070312,7674400,BA,-1.0,-2,2
2022-07-08,139.6999969482422,140.74000549316406,137.3699951171875,139.07000732421875,139.07000732421875,5655500,BA,-1.0,-1,1
2022-07-12,136.86000061035156,149.32000732421875,136.80999755859375,147.14999389648438,147.14999389648438,18598200,BA,-1.0,-1,1
2022-07-13,142.7899932861328,146.41000366210938,142.17999267578125,143.9499969482422,143.9499969482422,9038700,BA,-1.0,-1,1
2022-07-15,149.1699981689453,149.74000549316406,144.64999389648438,147.74000549316406,147.74000549316406,7910400,BA,0.0,0,1
2022-07-18,153.30999755859375,155.94000244140625,147.1999969482422,147.72000122070312,147.72000122070312,13948500,BA,-1.0,-1,1
2022-07-19,149.61000061035156,156.27999877929688,148.97000122070312,156.1300048828125,156.1300048828125,14183000,BA,1.0,1,1
2022-07-20,156.0,159.39999389648438,154.25999450683594,158.3800048828125,158.3800048828125,8668600,BA,-1.0,-1,1
2022-07-25,156.94000244140625,157.30999755859375,152.83999633789062,156.63999938964844,156.63999938964844,5764700,BA,-0.5,-1,2
2022-07-26,155.24000549316406,158.17999267578125,154.5,155.9199981689453,155.9199981689453,6053100,BA,-1.0,-1,1
2022-07-27,161.1199951171875,162.74000549316406,152.8000030517578,156.08999633789062,156.08999633789062,16356600,BA,-1.0,-1,1
2022-08-01,165.9499969482422,171.75999450683594,164.25,169.07000732421875,169.07000732421875,18321600,BA,-1.0,-1,1
2022-08-02,167.0,167.3300018310547,163.13999938964844,163.27999877929688,163.27999877929688,10874300,BA,-1.0,-1,1
2022-08-08,166.41000366210938,171.08999633789062,164.7100067138672,165.88999938964844,165.88999938964844,11293200,BA,-0.5,-1,2
2022-08-11,170.5,171.75999450683594,167.0500030517578,167.8800048828125,167.8800048828125,4996800,BA,-0.5,-1,2
2022-08-12,168.38999938964844,170.11000061035156,167.57000732421875,169.99000549316406,169.99000549316406,4345200,BA,0.0,0,1
2022-08-15,169.2899932861328,172.5500030517578,168.32000732421875,170.47000122070312,170.47000122070312,4734700,BA,-1.0,-1,1
2022-08-19,166.3300018310547,166.83999633789062,162.5800018310547,162.9199981689453,162.9199981689453,5736100,BA,-1.0,-1,1
2022-08-25,164.55999755859375,169.64999389648438,163.6999969482422,169.3800048828125,169.3800048828125,4949400,BA,-1.0,-1,1
2022-08-26,170.0,171.3699951171875,164.27000427246094,164.52999877929688,164.52999877929688,4957400,BA,1.0,1,1
2022-08-29,162.27999877929688,166.89999389648438,162.1999969482422,165.4199981689453,165.4199981689453,4727600,BA,-1.0,-1,1
2022-09-06,152.38999938964844,154.47999572753906,150.4600067138672,152.38999938964844,152.38999938964844,5210500,BA,-1.0,-1,1
2022-09-08,155.0,158.3000030517578,153.83999633789062,157.7899932861328,157.7899932861328,4949100,BA,-1.0,-1,1
2022-09-15,147.8800048828125,153.4499969482422,147.27999877929688,149.77999877929688,149.77999877929688,9792800,BA,-1.0,-2,2
2022-09-22,143.1300048828125,143.6999969482422,138.2899932861328,138.7100067138672,138.7100067138672,6311800,BA,0.0,0,3
2022-09-23,135.64999389648438,136.19000244140625,129.5,131.25999450683594,131.25999450683594,8927900,BA,1.0,1,1
2022-09-26,129.77000427246094,132.4499969482422,126.87999725341795,127.33999633789062,127.33999633789062,7095100,BA,-1.0,-1,1
