Date,Tweet,Stock Name,Company Name
2022-05-08 23:03:03+00:00,"$TSLA - Above 900 - Trade Idea 💡 - May 13 980C
$TSLA - Under 835 - Trade Idea 💡 - May 13 750P

Closed at 865.65

Under 835 can drop to 800, 786

Avg trade for calls until TSLA closes over 945 

-
$AAPL $AMD $AMZN $BA $ES_F $FB $LCID $MSFT $NFLX $NVDA $ROKU $SPX $SPY $COST $QQQ https://t.co/MX8f8Ymjgq",BA,The Boeing Company
2022-05-03 16:38:36+00:00,$BA Boeing says their Starliner will be ready for crewed flight by year-end https://t.co/9FlU2NRsoi,BA,The Boeing Company
2022-05-01 23:02:04+00:00,"$TSLA - Under 864 - Trade Idea 💡 - May 6 785P

Closed at 870.76

Tried to breakout above 915 on Friday but closed at the lows

TSLA under 864 can test 851, 835, 819 next

I would wait for 929+ to consider calls
-
$AAPL $AMD $AMZN $BA $ES_F $FB $LCID $MSFT $NVDA $ROKU $SPX $SPY https://t.co/YfLi4pRFkd",BA,The Boeing Company
2022-04-29 14:09:31+00:00,"The massive launch deal for Amazon's Project Kuiper satellites continues to ripple through the space industry.

Northrop Grumman CEO Kathy Warden expects a ~$2 billion contract in the second quarter for GEM-63 solid rocket motors to power ULA's Vulcan:
$NOC $AMZN $BA $LMT https://t.co/YFSBFKOXbA",BA,The Boeing Company
2022-04-29 03:24:45+00:00,"In January when $BA was trading at 224, I warned that buying the stock looked like chasing to me.  A lot of ppl told me how high it was going to go for all their fundamental reasons

chart doesn't lie, the stock is down 31% from that point
⚓️VWAP

Only Price Pays https://t.co/Z4uCbCNXil",BA,The Boeing Company
2022-04-28 05:32:21+00:00,"Market Recap:
https://t.co/4FgmC9mqY9
The bulls are bruised but not down yet + Strange things are happening in Twitter + Rebound or crash? + Earnings Reviews $BA $SPOT $PYPL $QCOM $FB + Charts. $SPY $QQQ $IWM $DXY $TLT $VIX $GLD $BTC $AAPL $TSLA $AMC https://t.co/DH2NhAMtFW",BA,The Boeing Company
2022-04-27 20:00:55+00:00,Hands up. Pencils down. This includes all my day trades + my open investments. I used todays profits to buy $ARKK and $BA. https://t.co/4pLA1XCf5w,BA,The Boeing Company
2022-04-27 18:33:00+00:00,$BA reportedly lost $1.1B on Trumps' Air Force One contract,BA,The Boeing Company
2022-04-27 14:18:27+00:00,"⚠️BREAKING:

*BOEING EXTENDS DROP TO 10%, BIGGEST DECLINE SINCE JUNE 2020

$BA https://t.co/T2cODjh06e",BA,The Boeing Company
2022-04-27 01:00:01+00:00,"Reporting Earnings Tomorrow

$FB Meta
$F Ford
$BA Boeing
$SPOT Spotify 
$TMUS T-Mobile
$QCOM Qualcomm
$PYPL PayPal
$PINS Pinterest 
$HTZ Hertz
$HOG Harley-Davidson",BA,The Boeing Company
2022-04-26 20:30:07+00:00,"4 days of trading: $1k ➡️ $17.5k 

Only Day Trades+ Swing Trades with PDT rules so couldn’t take scalps. 
NO earning gambles take. 

Biggest gainers: $TSLA, $QQQ, $SPY Biggest loser: $NFLX

Only open position now is a $BA Strangle for earnings https://t.co/N6746Jz37y",BA,The Boeing Company
2022-04-25 12:20:10+00:00,"Mon.: $KO
Tues.: $GOOGL $MSFT $GM $V $GE
Wed.: $FB $BA $PYPL $GILD $SPOT
Thurs.: $AAPL $AMZN $MCD $TWTR $MRK
Fri.: $XOM $CVX https://t.co/fJjzJU68g4",BA,The Boeing Company
2022-04-25 04:49:40+00:00,"MAJOR WEEK FOR EARNINGS HIGHLIGHTED THE ONES I AM WATCHING. 

$TWTR $AMZN $MSFT $GOOGL $TSM $AAPL $INTC $PYPL $BA $WM $CAT $MMM $KO $SPOT $TDOC $F $PINS $QCOM $ROKU $HOOD $MA $MCD $XOM https://t.co/1X0cGJaY2J",BA,The Boeing Company
2022-04-25 03:05:13+00:00,"Market Analysis &amp; Discussion for 04.25.22 

$ES $NQ $QQQ $AAPL $TGT $AMZN $AMD $NKE $FB $LMT $LULU $BA  $GOOG  $WMT $MSFT $NVDA $MCD $UPST $CRWD $TSLA $MDB

Watch it https://t.co/MPyieN4f3k https://t.co/mH0awbBhbT",BA,The Boeing Company
2022-04-24 17:28:13+00:00,"Nothing like a huge earnings week after last week's rodeo. 📈📉

$KO $UPS $MSFT $BA $F $FB $PYPL $PINS $TWTR $CAT $AAPL $AMZN $ROKU $XOM https://t.co/Xca6RE71e3",BA,The Boeing Company
2022-04-24 16:01:00+00:00,"Earnings next week!

$KO
$ATVI
$AMP
$MSFT
$GOOGL
$V
$CNI
$PEP
$RTX
$GE
$EW
$WM
$GM
$WBD
$ENPH
$TECK
$FB
$TMUS
$QCOM
$PYPL
$AMT
$BA
$NOW
$CME
$CP
$F
$ALGN
$SPOT
$APPL
$AMZN
$MA
$LLY
$TMO
$MRK
$INTC
$MCD
$SNY
$CAT
$NOC
$ROKU
$XOM
$CVX
$AZN

And many more: https://t.co/lNGVHenXDO https://t.co/DOy1K9Ohvo",BA,The Boeing Company
2022-04-24 13:45:32+00:00,"💥This Week's Most Notable #Earnings:

*Mon: $KO $ATVI
*Tues: $MSFT $GOOGL $V $GM $UPS $PEP $CMG $GE $MMM $RTX
*Wed: $FB $PYPL $PINS $QCOM $BA $SPOT $TDOC $NOW $TMUS $HOG $HTZ
*Thurs: $AAPL $AMZN $TWTR $INTC $ROKU $HOOD $MA $CAT $MCD $DPZ $LUV $MRK
*Fri: $XOM $CVX $ABBV $AZN $BMY https://t.co/89C0QcJlXI",BA,The Boeing Company
2022-04-24 05:44:59+00:00,"This next week has a ton of important companies sharing Q2 earnings results. Keep an eye out!

Monday - $KO

Tuesday - $MSFT, $GOOGL, $V, $UPS

Wednesday - $FB, $PYPL, $BA, $F, $PINS

Thursday - $AAPL, $AMZN, $TWTR, $CAT

Friday - $XOM, $CVX, $ABBV",BA,The Boeing Company
2022-04-23 19:59:01+00:00,"💥BIG WEEK OF Q1 EARNINGS AHEAD 👀👀

*Mon: $KO
*Tues: $MSFT $GOOGL $V
*Wed: $FB $PYPL $PINS $SPOT $BA
*Thurs: $AAPL $AMZN $TWTR $HOOD $ROKU $INTC $MCD $CAT $MA 
*Fri: $XOM $CVX

$DIA $SPY $QQQ $IWM $VIX https://t.co/m6GRcEoEgE",BA,The Boeing Company
2022-04-23 14:23:33+00:00,"Week packed with earnings. 

On Watch: $KO $UPS $CMG $V $GM $GOOGL $GOOG $MSFT $BA $SPOT $FB $PYPL $QCOM $MCD $TWTR $MA $LUV $CAT $DPZ $INTC $ROKU $AMZN $AAPL $XOM $CVX https://t.co/BVxKzB9oOk",BA,The Boeing Company
2022-04-23 13:01:00+00:00,"Earnings next week!

$KO
$ATVI
$AMP
$MSFT
$GOOGL
$V
$CNI
$PEP
$RTX
$GE
$EW
$WM
$GM
$WBD
$ENPH
$TECK
$FB
$TMUS
$QCOM
$PYPL
$AMT
$BA
$NOW
$CME
$CP
$F
$ALGN
$SPOT
$APPL
$AMZN
$MA
$LLY
$TMO
$MRK
$INTC
$MCD
$SNY
$CAT
$NOC
$ROKU
$XOM
$CVX
$AZN

And many more: https://t.co/lNGVHeFz2o https://t.co/h1zhuXHMjo",BA,The Boeing Company
2022-04-23 11:22:41+00:00,"#earnings for the week 

https://t.co/lObOE0dgsr 

$FB $AAPL $MSFT $AMZN $PYPL $GOOGL $KO $UPS $ATVI $TWTR $XOM $BA $F $GE $SPOT $PEP $ROKU $MMM $CVX $QCOM $VLO $RTX $CL $INTC $JBLU $V $WM $CAT $NOK $LUV $GM $DHI $HOOD $ENPH $CVE $MA $ABBV $OTIS $PHG $CMG $MCD $MRK $DORM $X $ADM https://t.co/Q2N0mmLZyB",BA,The Boeing Company
2022-04-22 17:46:17+00:00,"Just tapped into my cash account and went shopping. For that port I bought. $AAPL, $NVDA, $TSLA, $FB, $NFLX, $GOOG, $CRM, $HD, $BA, $WYNN, $SHOP, $CMG and $COIN. All stocks that got beat up past weeks. Buy low, sell high. https://t.co/Sps3yEyf8H",BA,The Boeing Company
2022-04-22 17:06:35+00:00,"Next week will be big..

APPLE, MICROSOFT, TWITTER, FACEBOOK, AMAZON 

Earnings:
April 26- $MSFT, $GM
April 27- $BA, $FB, $QCOM
April 28- $AAPL , $AMZN , $INTC, $TWTR
April 29- $ABBV , $HON",BA,The Boeing Company
2022-04-20 18:37:31+00:00,"$NFLX $NVDA $FB All Big ones trading close to 200
$MSFT 270s
$AAPL $WMT 160/170s
$GOOGL $AMZN will be 150s in couple months after split
$BA in 200s $AMD 100 
All Retirement  Stocks becoming affordable on bright side for retirement funds
$AAPL in most retirement funds in world",BA,The Boeing Company
2022-04-20 03:08:37+00:00,"Market Analysis &amp; Discussion for 04.20.22 
$ES $NQ $QQQ $AAPL $TGT $AMZN $AMD $SQ $FB $FDX $CCL $BA  $GOOG  $WMT $MSFT $NVDA $MCD $UPST $LULU $CRWD $TSLA

Watch it https://t.co/ZFZNNGwrUk https://t.co/5Tn0uTTOQb",BA,The Boeing Company
2022-04-20 01:41:41+00:00,"$AAL [19.59] Going to 26 
$BA [185] Going to 278 
$UAL [45.95] Going to 63 
$NCLH [22.18] going to 34

See this post in less than years time should age nice.",BA,The Boeing Company
2022-04-17 23:49:58+00:00,"Market Analysis &amp; Discussion for 04.18.22 

$ES $NQ $QQQ $AAPL $TGT $AMZN $BA $SQ $CAT $FDX $CCL $HD  $GOOG $NFLX  $WMT $MSFT $NVDA $MCD $UPST $LULU $TSLA

Watch it https://t.co/9N12rMOmkA https://t.co/8HqQe9YdXy",BA,The Boeing Company
2022-04-15 14:15:26+00:00,"#earningsseason  

https://t.co/lObOE0dgsr 

$TSLA $AAPL $AMD $FB $BAC $NFLX $MSFT $AMZN $PYPL $HAL $CLF $SCHW $XOM $GOOGL $JNJ $AAL $CL $SNAP $BK $T $SOFI $TWTR $UPS $LMT $F $INTC $NUE $UPST $BA $IBM $PG $AA $VZ $SQ $SHOP $JBHT $CVX $ASML $UAL $ROKU $QCOM $DIS $PFE $SYF $KO $SI https://t.co/YtataqXsBh",BA,The Boeing Company
2022-04-14 03:19:34+00:00,"Market Analysis &amp; Discussion for 04.14.22 
$ES $QQQ $AAPL $AMD $AMZN $BA $ROKU $CAT $SNOW $CCL $HD  $GOOGL $NFLX  $WMT $MSFT $NVDA $DDOG $TWLO $LULU $TSLA

Watch it https://t.co/2UADHijIqv
Share your feedback !! https://t.co/Itb1W7kRRW",BA,The Boeing Company
2022-04-13 03:22:16+00:00,"Market Analysis &amp; Discussion for 04.13.22 
$ES $QQQ $AAPL $AMD $AMZN $BA $ROKU $CAT $SNOW $CCL $HD  $GOOGL $NFLX  $MCD $MSFT $NVDA $FDX $TWLO $LULU $TSLA

Watch it https://t.co/wA1qp5T6nb https://t.co/F5IDiRSId5",BA,The Boeing Company
2022-04-12 23:57:14+00:00,"💸Watchlist for 4/13/22💸
- $TSLA 
📈Calls Over 1000
📉Puts Under 975
- $QQQ
📈Calls Over 342
📉Puts Under 337
- $BA
📈Calls Over 178.50
📉Puts Under 175
- $MSFT 
📈Calls Over 284.50 
📉Puts Under 280.49
Hope you guys enjoy and Bank ✔️",BA,The Boeing Company
2022-04-12 20:53:24+00:00,"4/13 Watchlist 🔮

$ARKK 62c &gt; 60.55 | 57p &lt; 59.15
$TWTR 46c &gt; 45.10 | 43p &lt; 43.90
$RIVN 40c &gt; 39.00 | 35p &lt; 37.15
$AMD 98c &gt; 96.20 | 92p &lt; 94.10
$BA 180c &gt; 178.30 | 172.5p &lt; 174.70

Remember it's a short week! Playing closer to ATM on weeklies.",BA,The Boeing Company
2022-04-12 18:48:41+00:00,"Pentagon invites top 8 U.S. arms makers to Wednesday meeting to discuss weapons for Ukraine.

$LMT $GD $BA $NOC $RTX",BA,The Boeing Company
2022-04-12 03:13:13+00:00,Reviewing Boeing stock $BA on the way home. https://t.co/uqKjYytpt3,BA,The Boeing Company
2022-04-11 18:52:09+00:00,"Reasons I avoid trading $BABA. 

1. It's $BA, twice.

Thank you for coming to my Ted Talk.",BA,The Boeing Company
2022-04-10 22:03:03+00:00,"$TSLA - Above 1051 - Trade Idea 💡 -  April 14 1120C
$TSLA - Below 1020 - Trade Idea 💡 -  April 14 950P

Closed at 1025.49

 Under 988 can pull back to 945, 915

Calls can work above 1051 
-
$AAPL $CRWD $AMD $AMZN $BA $FB $LCID $MSFT $ES_F $NIO $MRNA $NVDA $ROKU $UPST $SPX $SPY https://t.co/Xg9VzTeAyl",BA,The Boeing Company
2022-04-09 21:59:23+00:00,"Grab a drink! 🥃

It's time for some CHART REQUESTS!🐼
 
-Limit 1 per person
-No penny stocks
-Will do as many as I can b/t tonight/ tmw

Please Like &amp; Retweet! Thank you

$SPY $AMZN $AAPL $BA $NFLX $GOOGL $SHOP $TSLA $AMD $ROKU $NVDA $FB $TTD $PYPL $DOCU $CCIV $ETSY $SQ $MSFT",BA,The Boeing Company
2022-04-09 21:21:13+00:00,"April performance on every #alert I sent with real time entries and exits. Goal is to do entire month with 0 losses!

Find out at @GAAoptionsVIP

$aapl $nvda $ba $msft $spy $tsla $hd

50 retweets &amp; I’ll give away 2 free monthly members to my VIP account to those that comment “💰” https://t.co/EZDPCKy7W9",BA,The Boeing Company
2022-04-09 17:29:05+00:00,"Here’s a list of some dividend stocks in the industrial sector💰

$WM Waste Management
$CAT Caterpillar Inc.
$UNP Union Pacific
$RTX Raytheon Technologies
$HON Honeywell
$BA Boeing
$DE Deere &amp; Co.
$LMT Lockheed Martin
$MMM 3M
$EMR Emerson Electric

Are you holding any of these?",BA,The Boeing Company
2022-04-08 02:36:21+00:00,"💸Watchlist for 4/8/22💸
$BA
📈Calls Over 180
📉Puts Under 175
$AMD 
📈Calls Over 106.55
📉Puts Under 100
$QQQ
📈Calls over 357
📉Puts Under 350.50
$MSFT 
📉Puts Under 300
💸Like this tweet for some Live Trade Ideas Tomorrow 💸",BA,The Boeing Company
2022-04-06 12:12:52+00:00,$BA and $GOOGL announce partnership.,BA,The Boeing Company
2022-04-05 03:03:26+00:00,"Market Analysis &amp; Discussion for 04.05.22 

$ES $QQQ $AAPL $AMD $AMZN $BA $BABA $TWTR $ROKU $FB $SE $GOOGL $MARA $SNOW $MSFT $NVDA $UPST $SHOP $OKTA $TSLA

Watch it https://t.co/p53gLZkuD9 https://t.co/zsiF6YuUfk",BA,The Boeing Company
2022-04-05 01:17:55+00:00,"4/5 Watchlist 🔮

$SNAP 41c &gt; 39.85 | 38p &lt; 38.95
$BA 197.5c &gt; 192.60 | 185p &lt; 189.65
$TSLA 1250c &gt; 1156.90 | 1075p &lt; 1136.00
$ROKU 140c &gt; 136.50 | 130p &lt; 132.90
$FB 240c &gt; 235.75 | 230p &lt; 232.15",BA,The Boeing Company
2022-04-04 20:14:03+00:00,"Free alpha 

$PINS lagging this am now +10.5% 
$BA @ 187 
$TSLA &gt;1000 ran to 🎯 +47
$LAZR $PLTR $GILD &gt;59.69

I am frankly getting tired of tweeting &amp; need ur 💚 to keep me motivated.",BA,The Boeing Company
2022-04-03 20:13:39+00:00,$BA Boeing giving off some serious May 2020 vibes https://t.co/xBolwORdc0,BA,The Boeing Company
2022-04-03 17:58:58+00:00,"4/4 Flow 🌊

$V: 230c hit hard, top watch into Monday

$BA: Could easily see 200 this week, flow is there!

$FB: 230c and 220p can both be great movers off of this daily IB

$MU: 75p really stands out here, relative weakness even after a positive ER response https://t.co/SoyAgCTsEi",BA,The Boeing Company
2022-04-03 17:53:03+00:00,"4/4 Watchlist 🔮

$V 230c &gt; 227.40 | 220p &lt; 225.00
$BA 200c &gt; 192.60 | 182.5p &lt; 189.00
$FB 230c &gt; 227.30 | 220p &lt; 222.70
$MU 80c &gt; 77.25 | 73p &lt; 75.10
$NIO 23c &gt; 22.25 | 21p &lt; 21.60",BA,The Boeing Company
2022-04-02 16:46:08+00:00,"$BA I've seen this setup before.. absolute monster setup on the weekly. Daily symmetrical triangle adding to the thesis, I like this one a lot https://t.co/i7jyefLmw9 https://t.co/WNivqZjmUO",BA,The Boeing Company
2022-04-02 15:51:29+00:00,💭 $BA is back on the watchlist. 🛩,BA,The Boeing Company
2022-03-28 21:14:45+00:00,"$UPST $110 calls
$2.67 ➡️ $5.43

$DOCU 102 calls 
$1.67 ➡️ $4.63

$BA $185 puts 
$2.16 ➡️ $3.58

100 ❤️ for a 3/29 Watchlist. https://t.co/GlGVV3nikM",BA,The Boeing Company
2022-03-27 23:44:35+00:00,"Weekly Watchlist 🏌️

$AMD over 121.4, 125c / Under 117.2, 115p
$TSLA over 1024, 1050 / Under 985, 950p
$PYPL over 119.5, 122c / Under 112, 110p
$BA over 193.5, 195c / Under 185, 180p

Goodluck! https://t.co/uHXkkN9xnN",BA,The Boeing Company
2022-03-27 22:02:03+00:00,"$AMD - Above 122 - Trade Idea 💡 -  April 1 125C

Closed at 119.67

Harder trade between 114-122

Once AMD can reclaim 122 it will setup for 125, 128 next

Puts can work under 114
-
$AAPL $AMD $AMZN $BA $FB $LCID $MSFT $NFLX $NIO $MRNA $NVDA $ROKU $UPST $SPX $SPY $TSLA $ZM $LRCX https://t.co/F7NP0UGxKI",BA,The Boeing Company
2022-03-27 15:13:51+00:00,"Weekly Watchlist 📝 

🏡 $ABNB 170c &gt; 168 | 160p &lt; 164
🚗 $TSLA 1060c &gt; 1014 | 950p &lt; 995
🛍️ $SHOP 730c &gt; 681 | 600p &lt; 666
☁️ $BIDU 160c &gt; 148 | 125p &lt; 142
💾 $MSFT 320c &gt; 305 | 280p &lt; 298
✈️ $BA 200c &gt; 190 | 180p &lt; 186

Keep it Small, Use Stops, and Don't Chase 
Best of Luck! 🎲 https://t.co/VjWzRrk0xV",BA,The Boeing Company
2022-03-25 03:02:32+00:00,China has recovered both black boxes belonging to the China Eastern $BA 737 aircraft that crashed earlier this week,BA,The Boeing Company
2022-03-23 20:22:39+00:00,"Theta Thursday Triggers 📝

✈️ $BA 190c &gt; 187.60 | 180p &lt; 185
👾 $AMD 117c &gt; 115 | 110p &lt; 113.50
🇺🇸 $SPY 450c &gt; 446 | 434p &lt; 441
⚡ $RIVN 50c &gt; 48.24 | 42p &lt; 45.24
🤖 $RBLX 55c &gt; 52 | 56p &lt; 50
🪙 $COIN 195c &gt; 189 | 175p &lt; 182

200 ❤️ to Unlock Premarket Bonus Picks https://t.co/6DpHIS6T8A",BA,The Boeing Company
2022-03-23 10:15:44+00:00,"*CHINA FINDS ONE BLACK BOX OF CHINA EASTERN  JET THAT CRASHED  - CAAC OFFICIAL

$BA",BA,The Boeing Company
2022-03-22 00:13:54+00:00,"🚀Watchlist for 3/22/22 💸

$NVDA 
📈 Calls over 272.50
📉 Puts Under 265.50

$AMD 
📈Calls over 116.30
📉Puts Under 115

$BA 
📈Calls over 187.50
📉 Puts Under 183.39

$SPY 
📉 Puts Under 442.49

Please leave a like if you enjoy my watchlist 🔥",BA,The Boeing Company
2022-03-21 22:53:29+00:00,Boeing $BA analyst: The upside is it wasn't the MAX.  The downside is now they have two sh*t planes.,BA,The Boeing Company
2022-03-21 13:40:18+00:00,"*BOEING FALLS 4.3% AT OPEN; AIRLINE TO GROUND 737-800 JETS

$BA",BA,The Boeing Company
2022-03-21 11:21:35+00:00,"This is so sad, it’s going to be even sadder to read the pathetic PR that will emphasize how much $BA cares about safety despite multiple crashes over the last few years due to engineering flaws. https://t.co/IA21SvRstJ",BA,The Boeing Company
2022-03-21 09:36:17+00:00,"*BOEING SHARES DOWN 5.5% IN PREMARKET AFTER CHINA EASTERN AIRLINES JET CRASHES

$BA https://t.co/AK7mn88Pw1",BA,The Boeing Company
2022-03-21 08:04:39+00:00,"#BREAKING
A China Eastern Airlines Boeing 737 airline #MU5735 with 133 people on board caused a mountain fire in Tengxian County, Wuzhou, Guangxi. 
Rescue teams have assembled and are approaching, and the casualties are unknown.-CCTV
$BA",BA,The Boeing Company
2022-03-20 22:03:03+00:00,"$TSLA - Above 900 - Trade Idea 💡 -  Mar 25 970C

Closed at 905.39

Once TSLA reclaims 945 it should move to 1000 the same week

Possible to see a few days of consolidation if 886 fails
-
$AAPL $AFRM $AMD $AMZN $BA $FB $LCID $MSFT $NFLX $NIO $MRNA $NVDA $UPST $SPX $SPY $ZM $LRCX https://t.co/awkls2k3Cr",BA,The Boeing Company
2022-03-18 09:09:11+00:00,"BOEING IN TALKS WITH DELTA FOR ORDER OF POTENTIALLY 100 OF ITS 737 MAX JETS, INCLUDING LARGE NUMBER OF MAX 10 VARIANT - SOURCES
$BA $DAL",BA,The Boeing Company
2022-03-15 12:00:59+00:00,"Turn Around Tuesday Triggers 📝

🤖 $RBLX 40c &gt; 37.40 | 35p &lt; 36
🔲 $SQ 100c &gt; 96 | 90p &lt; 93
🚗 $TSLA 800c &gt; 776 | 700p &lt; 750
✈️ $BA 185c &gt; 177 | 170p &lt; 174
👾 $AMD 105c &gt; 103 | 100p &lt; 101.50

Keep it Small, Use Stops, and Don't Chase
Best of Luck! 🎲",BA,The Boeing Company
2022-03-15 04:25:00+00:00,"OPTIONS WATCHLIST (3/15) 🤑

$COST | Calls over $331.44 ; Puts under $523.73
$SPY | Calls over $418.3 ; $415.13
$AMD | Calls over $103.25 ; Puts under $99.53
$BA | Calls over $176.26 ; $174.38
$AAPL | Calls over $152.04 ; Puts under $150.43

LIKE FOR BONUS PLAY ❤️✅",BA,The Boeing Company
2022-03-11 03:30:09+00:00,"🚨Watchlist for 3/11/22🚨
$QQQ Puts under 329, Calls over 334.35
$BA Puts under 175
$AMD Puts under 106.40, Calls over 110
$QCOM Puts under 150, Calls over 156
(No school tomorrow, If I see A+ setups I'll tweet them out)",BA,The Boeing Company
2022-03-10 12:56:05+00:00,"Pivots 3-10🧑‍🚀
•
$SPY
Bull Over 430 435 444
Bear Under 420 415 410
•
$BA
Bull Over 180 183 190
Bear Under 175 170 167
•
$AMD
Bull Over 110 115 120
Bear Under 105 100 90
•
$AAPL
Bull Over 164 165 170
Bear Under 160 155 150
•
$NVDA
Bull Over 235 245 260
Bear Under 220 215 205 https://t.co/Dv7NxpW4Eo",BA,The Boeing Company
2022-03-10 01:47:24+00:00,"Upcoming DD for Tonight🧑‍🚀
•
$SPY
$BA
$AAPL
$NVDA
•
1 like for a bonus 🎁 https://t.co/ZeZfQqYKgx",BA,The Boeing Company
2022-03-09 00:58:09+00:00,"Watchlist for 3/09/21
So many 🔥 setups going into tomorrow!
$SPY Puts under 413.70, Calls over 420
$MSFT Puts under 272.50/270
$BA Calls over 175
$AMD Puts under 102.5/100",BA,The Boeing Company
2022-03-08 21:00:23+00:00,"DHL EXPRESS PLACES NEW ORDER FOR SIX ADDITIONAL 777 FREIGHTERS
$BA",BA,The Boeing Company
2022-03-07 10:30:49+00:00,"*Titanium Is Key Metal for Airplane Production -- WSJ

*Boeing Says It Has 'Sufficient Supply for Airplane Production' Due to Supplier Diversity, Inventory -- WSJ
$BA https://t.co/fj17i9IRKm",BA,The Boeing Company
2022-03-07 10:30:12+00:00,"*Boeing Says It Has Suspended Purchasing Russian Titanium -- WSJ
$BA",BA,The Boeing Company
2022-03-07 02:55:26+00:00,"OPTIONS WATCHLIST (3/7) 🤑🤌

$SPY | CALLS OVER 433.32 ; PUTS UNDER 427.19
$BA | CALLS OVER 183.97 ; PUTS UNDER 179
$AAPL | CALLS OVER 164.69 ; PUTS UNDER 162.08
$CHWY | CALLS OVER 45.91 ; PUTS UNDER 43.12

LIKE THIS POST FOR A BONUS PLAY! 💚 https://t.co/Sru7dDVmHf",BA,The Boeing Company
2022-03-07 02:46:56+00:00,"Watchlist for 3/07/21
$SPY Puts under 435
$QQQ Puts under 334
$BA Puts under 180, Calls over 183.77
$NFLX Puts under 357     
$AMZN Puts under 2890",BA,The Boeing Company
2022-03-06 15:45:54+00:00,"Weekly Watchlist 📝  

✈️ $BA 200c &gt; 182 | 170p &lt; 175
🪙 $COIN 190c &gt; 171 | 150p &lt; 161
🐶 $CHWY 55c &gt; 47.22 | 40p &lt; 43
🚗 $TSLA 900c &gt; 848 | 800p &lt; 827
👾 $AMD 130c &gt; 120 | 90p &lt; 103
🖥️ $FB 220c &gt; 210 | 190p &lt; 198

300 ❤️ to Unlock My Favorite #OrderFlow Setups https://t.co/kL3CBI0oJS",BA,The Boeing Company
2022-03-06 00:13:12+00:00,$BA planning to nearly double 737 MAX production by 2023 to produce 47 jets per month (current rate is 27/month),BA,The Boeing Company
2022-03-05 01:09:09+00:00,"$BA finally closed below 183. 

It’s time. POOTS https://t.co/O7UZRBjbCW",BA,The Boeing Company
2022-03-04 20:23:12+00:00,"MONSTER DAY!!🔥

$MU Puts paid 530%!!💵💵💰💰🔥
$KR Calls paid 300%!!💵💰🔥🔥
$BA puts paid 245%!!💵💰
$FSLY puts paid 240%!💵💰
$RIVN puts paid 145%!!💵💰

🚨SHOW LOVE🚨
🔁60 Retweets For MONDAYs PICKS!

$SPY $TSLA $SHOP $AMZN $ROKU $NFLX $AAPL $NVDA $AMD $UPST $LCID $CRWD $SNOW https://t.co/yWGvV2XWGd",BA,The Boeing Company
2022-03-03 14:00:44+00:00,"BOEING SECURES ORDER FOR ADDITIONAL MH-47G BLOCK II CHINOOK HELICOPTERS FROM U.S. ARMY
$BA",BA,The Boeing Company
2022-03-03 02:30:10+00:00,"Watchlist for 3/03/21
$QQQ Puts under 344, Calls over 348.70
$BA Calls over 200
$AMD Puts under 116.20
$MSFT Puts under 297.5
$QCOM Calls over 170.50, puts under 167.50",BA,The Boeing Company
2022-03-01 22:43:28+00:00,"$BA says they have suspended operations in Moscow. They are also suspending parts, maintenance and technical support services for Russian airlines",BA,The Boeing Company
2022-03-01 01:19:58+00:00,"Watchlist for 2/28/21
- $SPY Calls over 438.20, Puts under 432
- $BA Calls over 208.75
- $AMD Calls over 125, Puts under 120 
- $TSLA Puts under 850, calls over 880",BA,The Boeing Company
2022-02-25 00:31:54+00:00,"Watchlist for 2/25/21
$QQQ Puts under 334, Calls over 342
$BA Calls over 200
$AMD Calls over 119.50, Puts under 112.50
$TSLA Calls over 805, Puts under 790",BA,The Boeing Company
2022-02-24 12:02:36+00:00,"Bought some more $Goog, $FB, $AMZN, $SHOP, $AAPL, $NFLX, $BA and $WYNN. Holding these for recovery.",BA,The Boeing Company
2022-02-23 21:11:37+00:00,"Watchlist Update 🤑
$TSLA PUTS +500%
$MRNA Puts +35%
$QQQ Puts +250%
$NVDA puts +100%
$BA Puts +40% 
Hope you all made some money!! https://t.co/iRaaJ9FX7N",BA,The Boeing Company
2022-02-23 11:57:54+00:00,I finished the Boeing documentary last night on $NFLX and now I only want to trade $BA puts,BA,The Boeing Company
2022-02-23 00:24:10+00:00,"Here's the intro of today's #MarketOutlook video from 
@MarketScholars 

Watch the full video here:

https://t.co/Xd9A2WVo8P

Mentioned: $SPY $SPX $QQQ $COMP $IWM $RUT $UUP $TLT $TNX $EFA $EEM $USO $GLD $BTC $XLP $MSFT $CLX $XLV $XLRE $NFLX $BA $XOM $EOG $DE $HES $PFF $HD https://t.co/wWajWwbs1t",BA,The Boeing Company
2022-02-19 03:27:44+00:00,'Downfall: The Case Against Boeing' on Netflix has me stunned. Really deep dive into how cutting corners for the sake of creating shareholder value resulted in two $BA 737 MAX crashes and the needless deaths of hundreds.,BA,The Boeing Company
2022-02-18 21:16:47+00:00,"Solid day! 2/2 with my trade ideas! 
$BA +50%
$TSLA +30%
-I did not trade in the challenge account today because I wanted to be careful and thought it would be better to start next week! 
-Have a great weekend everyone, next week we will Bank 🤑❤️",BA,The Boeing Company
2022-02-18 16:05:29+00:00,"Watch $BA Boeing 
Huge $BA hit piece now on Netflix called 
“Downfall the Case Against Boeing”
If a lot of people watch this over the 3 day weekend could gain some serious traction next week.",BA,The Boeing Company
